stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3200YNA00718,,"Ardol Clock Tower",,53.788584,-1.050512,,,,,,
3200YNA00719,,"Ardol Clock Tower",,53.788429,-1.050181,,,,,,
3200YNA00756,,"Ashfield House",,53.76683,-0.975875,,,,,,
3200YNA00755,,"Ashfield House",,53.766759,-0.976074,,,,,,
3200YNA00779,,"Back Lane",,53.823556,-0.958252,,,,,,
3200YNA00732,,"Bennymoor Lane",,53.795409,-1.029422,,,,,,
3200YNA00733,,"Bennymoor Lane",,53.795318,-1.029394,,,,,,
3200YNA00716,,"Bocm Offices",,53.788371,-1.055313,,,,,,
3200YNA00717,,"Bocm Offices",,53.788262,-1.05527,,,,,,
2200YEA00044,,"Bubwith (Chip Shop)",,53.818281,-0.914773,,,,,,
2200YEA00045,,"Bubwith (Chip Shop)",,53.818434,-0.916744,,,,,,
2200YEA01582,,"Bubwith Highfield Rd",,53.81816,-0.913333,,,,,,
2200YEA00672,,"Bubwith Vine Gardens",,53.81829,-0.908833,,,,,,
2200YEA00671,,"Bubwith Vine Gardens",,53.818158,-0.908153,,,,,,
2200YEA01581,,"Bubwith White Swan",,53.818834,-0.920212,,,,,,
2200YEA00673,,"Bubwith White Swan",,53.818727,-0.920336,,,,,,
3200YNA00772,,"Cherry Tree Stores",,53.780463,-0.99685,,,,,,
3200YNA00740,,"Cliffe Crossroads",,53.779757,-0.997383,,,,,,
3200YNA00739,,"Cliffe Crossroads",,53.780381,-0.997793,,,,,,
3200YNA00744,,"Cliffe Institute",,53.77707,-0.994185,,,,,,
3200YNA00743,,"Cliffe Institute",,53.776963,-0.994369,,,,,,
3200YNA00763,,"Council Houses",,53.76796,-0.971417,,,,,,
3200YNA00777,,"Derwent Cottage Farm l e",,53.821047,-0.939554,,,,,,
3200YNA00776,,"Derwent Cottage Farm l e",,53.820921,-0.939587,,,,,,
2200YEA01160,,"Foggathorpe Crossroads",,53.829585,-0.853492,,,,,,
2200YEA01159,,"Foggathorpe Crossroads",,53.829374,-0.854956,,,,,,
3200YNA00751,,"Fox And Pheasant",,53.769587,-0.978827,,,,,,
3200YNA00752,,"Fox And Pheasant",,53.769595,-0.97866,,,,,,
2200YEA01158,,"Harlthorpe Hall",,53.827357,-0.880247,,,,,,
2200YEA01157,,"Harlthorpe Hall",,53.827461,-0.87988,,,,,,
3200YNA00759,,"Hemingbrough Chapelfields",,53.765798,-0.968739,,,,,,
3200YNA00760,,"Hemingbrough Chapelfields",,53.765896,-0.968722,,,,,,
3200YNA00753,,"Hemingbrough Chuch",,53.767676,-0.979192,,,,,,
3200YNA00754,,"Hemingbrough Chuch",,53.767683,-0.97901,,,,,,
2200YEA00669,,"Highfield Corner House",,53.819187,-0.900759,,,,,,
2200YEA11973,,"Holme on Spalding Moor",,53.836456,-0.771242,,,,,,
2200YEA00666,,"Holme on Spalding Moor Village Hall",,53.836614,-0.767362,,,,,,
2200YEA00667,,"Holme on Spalding Moor Village Hall",,53.836392,-0.768493,,,,,,
3200YNA00715,,"John Street",,53.786659,-1.061681,,,,,,
3200YNA00782,,"King's Arms",,53.826371,-0.962588,,,,,,
3200YNA00783,,"King's Arms",,53.826501,-0.962995,,,,,,
3200YNA00738,,"Lane End",,53.785804,-1.012356,,,,,,
3200YNA00737,,"Lund Lane End",,53.785892,-1.012111,,,,,,
3200YNA00778,,"Menthorpe Lane",,53.823461,-0.958665,,,,,,
3200YNA00731,,"Methodist Church",,53.796803,-1.034051,,,,,,
3200YNA00747,,Newhay,,53.773454,-0.984347,,,,,,
3200YNA00780,,"North Duffield Post Office",,53.825131,-0.960538,,,,,,
3200YNA00781,,"North Duffield Post Office",,53.825533,-0.960269,,,,,,
3200YNA00736,,"Osgodby Wadkin Arms",,53.794707,-1.027192,,,,,,
3200YNA00734,,"Osgodby Wadkin Arms",,53.794664,-1.027436,,,,,,
2200YEA11702,,"Pear Tree Farm",,53.836238,-0.785077,,,,,,
3200YNA00757,,"Playing Field",,53.766276,-0.973112,,,,,,
3200YNA00758,,"Playing Field",,53.766186,-0.973114,,,,,,
3200YNA00742,,"Post Office",,53.777335,-0.996925,,,,,,
3200YNA00741,,"Post Office",,53.777444,-0.997028,,,,,,
3200YNA00745,,Priestfields,,53.776253,-0.992246,,,,,,
3200YNA00746,,Priestfields,,53.776316,-0.992169,,,,,,
2200YEA01413,,"Primary School",,53.835604,-0.776722,,,,,,
2200YEA00668,,"Pullet Farm",,53.837162,-0.788531,,,,,,
3200YNA00730,,"Rhodes Terrace",,53.796958,-1.034336,,,,,,
3200YNA00714,,"River Street",,53.78675,-1.0618,,,,,,
3200YNA96572,,"Selby Bus Station",,53.782314,-1.065891,,,,,,
3200YNA00002,,"Selby Bus Station",,53.782098,-1.06582,,,,,,
3200YNA00787,,"Seven Houses",,53.823377,-0.969696,,,,,,
3200YNA00786,,"Seven Houses",,53.823393,-0.969574,,,,,,
3200YNA00749,,"Villa Close",,53.771166,-0.979562,,,,,,
3200YNA00750,,"Villa Close",,53.771183,-0.979441,,,,,,
3200YNA00784,,"Village Green",,53.825578,-0.965434,,,,,,
3200YNA00785,,"Village Green",,53.825624,-0.965554,,,,,,
2200YEA11808,,"Water End",,53.83507,-0.803103,,,,,,
3200YNA01161,,"Aberdeen Walk Stop J",,54.282813076,-0.403189911,,,,,,
3200YNA06551,,"Aquarium Top Stop Y",,54.278893077,-0.39904072,,,,,,
3200YNA01237,,"Evelyn Drive",,54.274181247,-0.425516508,,,,,,
3200YNA01224,,"Falsgrave Road",,54.276964234,-0.413599213,,,,,,
3200YNA01223,,"Falsgrave Road",,54.276791321,-0.413436906,,,,,,
3200YNA01234,,"Falsgrave, Catholic School",,54.273988915,-0.428687595,,,,,,
3200YNA01235,,"Falsgrave, Catholic School",,54.27379067,-0.428649063,,,,,,
3200YNA01241,,"Falsgrave, Evelyn Drive",,54.273737549,-0.423890122,,,,,,
3200YNA01238,,"Falsgrave, Evelyn Drive",,54.275384145,-0.426776127,,,,,,
3200YNA01236,,"Falsgrave, Montgomery Court",,54.272803177,-0.426674787,,,,,,
3200YNA01226,,"Falsgrave, Park Road Junction",,54.276604655,-0.419756639,,,,,,
3200YNA01230,,"Falsgrave, Raincliffe Avenue",,54.276802792,-0.426660648,,,,,,
3200YNA01231,,"Falsgrave, Raincliffe Avenue",,54.277015199,-0.42640681,,,,,,
3200YNA01243,,"Falsgrave, Row Brown Court",,54.271951283,-0.426139017,,,,,,
3200YNA01233,,"Falsgrave, Sandy Bed Lane End",,54.275919273,-0.429904286,,,,,,
3200YNA01232,,"Falsgrave, Sandy Bed Lane End",,54.275790101,-0.429648099,,,,,,
3200YNA01239,,"Falsgrave, Sandybed Crescent",,54.27591356,-0.42601874,,,,,,
3200YNA01240,,"Falsgrave, Sandybed Crescent",,54.275193686,-0.423204855,,,,,,
3200YNA01150,,"Foreshore Road",,54.283519889,-0.393469374,,,,,,
3200YNA00938,,"Harcourt Place Stop X",,54.281101388,-0.399051564,,,,,,
3200YNA01148,,"Newcastle Packet",,54.283876126,-0.391873247,,,,,,
3200YNA01149,,"Newcastle Packet",,54.284105606,-0.391557071,,,,,,
3200YNA01225,,"Park Road Junction",,54.276571629,-0.41943137,,,,,,
3200YNA01157,,"Queen Street",,54.283602801,-0.398351163,,,,,,
3200YNA01221,,"Railway Station",,54.280059197,-0.405646541,,,,,,
3200YNF10137,,"Scarborough, Castle Road",,54.285048027,-0.402273909,,,,,,
3200YNA01159,,"Scarborough, Castle Road Stop G",,54.285078182,-0.402060129,,,,,,
3200YNA06391,,"Scarborough, Castle Street Stop X",,54.285704328,-0.40025139,,,,,,
3200YNA01167,,"Scarborough, Victoria Street",,54.283305019,-0.405044995,,,,,,
3200YNA01242,,"Springhill Lane",,54.27246541,-0.423524014,,,,,,
3200YNA01151,,"St Nicholas Gardens",,54.281643553,-0.396412422,,,,,,
3200YNA00939,,"St Thomas Street",,54.283553757,-0.400073572,,,,,,
3200YNA01228,,"Stepney Avenue",,54.276809571,-0.423051004,,,,,,
3200YNA01229,,"Stepney Avenue",,54.276695742,-0.422594579,,,,,,
3200YNA96754,,"West Pier",,54.283928168,-0.387692804,,,,,,
3200YNB00627,,"West Square",,54.279942353,-0.406326905,,,,,,
3200YNA01165,,Westborough,,54.280706327,-0.404285183,,,,,,
3200YNA97159,,"Betton Rise",,54.25415312,-0.470028788,,,,,,
3200YNA97158,,"Broadlands Drive",,54.253182071,-0.473549225,,,,,,
3200YNA96561,,Castlegate,,54.250119834,-0.483025218,,,,,,
3200YNA96560,,Castlegate,,54.250015795,-0.482614613,,,,,,
3200YNA97039,,"Dale Farm Touring Park",,54.246953149,-0.50003938,,,,,,
3200YNA96853,,"East Ayton Racecourse Road",,54.253326787,-0.473620632,,,,,,
3200YNA97160,,"East Ayton Racecourse Road",,54.25403477,-0.469910364,,,,,,
3200YNA01066,,"Hutton Buscel Bus Shelter",,54.244560585,-0.506418414,,,,,,
3200YNA01063,,"Methodist Church",,54.248888753,-0.485909878,,,,,,
3200YNA97005,,"Middle Lane",,54.245501358,-0.504726926,,,,,,
3200YNA97157,,"Moor Lane",,54.251257102,-0.478409344,,,,,,
3200YNA97156,,"Moor Lane",,54.251278749,-0.478700187,,,,,,
3200YNA97007,,"Nursing Home",,54.24357189,-0.509323931,,,,,,
3200YNA06580,,"Railway Station",,54.279795773,-0.406117519,,,,,,
3200YNA96989,,Surgery,,54.246312744,-0.494092402,,,,,,
3200YNA96988,,Surgery,,54.246203018,-0.493942923,,,,,,
3200YNA96991,,"West End Farm",,54.242099489,-0.512369478,,,,,,
3200YNA01064,,"Yedmandale Road",,54.248862128,-0.487368966,,,,,,
3200YNA01170,,Cemetery,,54.285542,-0.414514,,,,,,
3200YNA01171,,Cemetery,,54.285649,-0.414433,,,,,,
3200YNA01194,,"Clifton Street",,54.28446,-0.404002,,,,,,
3200YNE04358,,"Coldyhill Lane",,54.294874,-0.439509,,,,,,
3200YNE04355,,"Coldyhill Lane",,54.294323,-0.428851,,,,,,
3200YNE04356,,"Coldyhill Lane",,54.2944,-0.428587,,,,,,
3200YNE04359,,"Coldyhill Lane",,54.294992,-0.439566,,,,,,
3200YNA01168,,"Columbus Ravine",,54.285552,-0.409106,,,,,,
3200YNA01169,,"Cornbis Ravine",,54.285621,-0.408873,,,,,,
3200YNA01023,,"Fieldstead Crescent",,54.291319,-0.436371,,,,,,
3200YNA01031,,"Four Lane Ends",,54.293761,-0.447295,,,,,,
3200YNA01186,,"Givendale Road",,54.292372,-0.420597,,,,,,
3200YNA90621,,"Greenstead Road",,54.292665,-0.437564,,,,,,
3200YNA01030,,"High Moor Edge",,54.289878,-0.445121,,,,,,
3200YNA01190,,Hospital,,54.295803,-0.424477,,,,,,
3200YNA01035,,"Newby Hackness Road",,54.296481,-0.442798,,,,,,
3200YNA01034,,"Newby Hackness Road",,54.295329,-0.444117,,,,,,
3200YNA01188,,"Newlands Park Drive",,54.293632,-0.42207,,,,,,
3200YNA01189,,"Newlands Park Drive",,54.293981,-0.422672,,,,,,
3200YNA01173,,"Northstead Manor Drive",,54.287658,-0.416875,,,,,,
3200YNA01172,,"Northstead Manor Drive",,54.287394,-0.416563,,,,,,
3200YNA01184,,"Northstead School",,54.291738,-0.419531,,,,,,
3200YNA01185,,"Northstead School",,54.291808,-0.419374,,,,,,
3200YNA90619,,"Proudfoot Foodstore",,54.294272,-0.439516,,,,,,
3200YNA01028,,"Roman Close",,54.288086,-0.442823,,,,,,
3200YNA01174,,Shops,,54.288789,-0.417401,,,,,,
3200YNA01175,,Shops,,54.289013,-0.417361,,,,,,
3200YNA01187,,"St Peters School",,54.292461,-0.420486,,,,,,
3200YNA01026,,"Throxenby Grove",,54.288827,-0.438908,,,,,,
3200YNA01162,,"Aberdeen Walk Stop K",,54.282684458,-0.402979827,,,,,,
3200YNA97061,,Alpamare,,54.295258723,-0.416583886,,,,,,
3200YNA96882,,Alpamare,,54.295461601,-0.416660154,,,,,,
3200YNA01011,,"Bryherstones Inn",,54.348993037,-0.447214054,,,,,,
3200YNA01012,,"Bryherstones Inn",,54.348982471,-0.447091365,,,,,,
3200YNA90602,,"Burniston (Methodist Church)",,54.323257654,-0.447045663,,,,,,
3200YNA90599,,"Burniston (Tidds Corner)",,54.326074673,-0.450830022,,,,,,
3200YNA01158,,"Castle Road Stop F",,54.285212729,-0.401666102,,,,,,
3200YNA90596,,"Cloughton (Playing Fields)",,54.334905517,-0.449775175,,,,,,
3200YNA90595,,"Cloughton (Playing Fields)",,54.334983212,-0.449526161,,,,,,
3200YNA00942,,"Cricket Ground",,54.288329086,-0.402976544,,,,,,
3200YNA00953,,"Cross Lane",,54.297685521,-0.417950622,,,,,,
3200YNA01001,,"Downdale Road",,54.365918957,-0.468074293,,,,,,
3200YNA01000,,"Downdale Road",,54.365395391,-0.468236616,,,,,,
3200YNA00960,,"Field Lane",,54.305548168,-0.424657739,,,,,,
3200YNA00959,,"Field Lane",,54.30529602,-0.424621258,,,,,,
3200YNA00952,,"Green Howard's Drive",,54.297065439,-0.417959027,,,,,,
3200YNA00996,,"Hayburn Beck Farm",,54.36080071,-0.465975897,,,,,,
3200YNA00997,,"Hayburn Beck Farm",,54.360996792,-0.465845468,,,,,,
3200YNA01013,,"Hood Lane",,54.343813682,-0.446347787,,,,,,
3200YNA90594,,"Lockwood Chase",,54.337214354,-0.448288593,,,,,,
3200YNA90601,,"Methodist Chapel",,54.323556891,-0.447249662,,,,,,
3200YNA01010,,"Newlands Lane",,54.338319169,-0.448231606,,,,,,
3200YNF10145,,"North Marine Road",,54.285661015,-0.401051916,,,,,,
3200YNA00940,,"North Marine Road",,54.285681222,-0.40122012,,,,,,
3200YNA00950,,"Peasholm Gap",,54.291993971,-0.408919197,,,,,,
3200YNA00947,,"Peasholm Park",,54.291482302,-0.40896965,,,,,,
3200YNA00946,,"Peasholm Park",,54.29027409,-0.408002188,,,,,,
3200YNA00945,,"Peasholm Park",,54.290152841,-0.407668854,,,,,,
3200YNA01009,,"Post Office",,54.397563957,-0.492532099,,,,,,
3200YNA01008,,"Post Office",,54.397575247,-0.492716534,,,,,,
3200YNA01007,,"Raven Hall",,54.400340979,-0.490350587,,,,,,
3200YNA01006,,"Ravenscar (Station Square)",,54.397601406,-0.484751681,,,,,,
3200YNA01005,,"Ravenscar (Station Square)",,54.397637148,-0.484734959,,,,,,
3200YNE04352,,"Scalby Mills Road",,54.300224134,-0.419620588,,,,,,
3200YNA00956,,"Scalby Mills, Sealife",,54.302496084,-0.410050474,,,,,,
3200YNA01220,,"Scarborough Railway Station",,54.279962405,-0.405803881,,,,,,
3200YNA00955,,"Scholes Park Avenue",,54.301121098,-0.414683789,,,,,,
3200YNA96545,,"St Thomas Street Stop C",,54.283471478,-0.399969229,,,,,,
3200YNA06579,,"St Thomas Street Stop F",,54.284407391,-0.40073178,,,,,,
3200YNA01003,,"Staintondale (Trekking Centre)",,54.369783653,-0.474076831,,,,,,
3200YNA01002,,"Staintondale (Trekking Centre)",,54.369661185,-0.474343063,,,,,,
3200YNA90598,,"Station Lane",,54.331983986,-0.449746651,,,,,,
3200YNA90597,,"Station Lane",,54.332501297,-0.449434976,,,,,,
3200YNA00954,,"The Ivanhoe",,54.300314374,-0.419647867,,,,,,
3200YNA90593,,"The Red Lion",,54.337207545,-0.448458047,,,,,,
3200YNA90603,,"Three Jolly Sailors PH",,54.322103195,-0.444644378,,,,,,
3200YNA90604,,"Three Jolly Sailors PH",,54.322005958,-0.444771053,,,,,,
3200YNA90600,,"Tidds Corner",,54.326068254,-0.451030169,,,,,,
3200YNF10146,,"Trafalgar Sq",,54.287944855,-0.402469057,,,,,,
3200YNF10135,,"Trafalgar Square",,54.288347053,-0.402975849,,,,,,
3200YNA00951,,"Weydale Avenue",,54.294423046,-0.415233038,,,,,,
3200YNA00944,,"Woodall Avenue",,54.289691391,-0.40539743,,,,,,
3200YNA00943,,"Woodall Avenue",,54.289604648,-0.404955228,,,,,,
3200YNA00998,,"Wyke Lodge",,54.364205002,-0.470050944,,,,,,
3200YNA00999,,"Wyke Lodge",,54.364092905,-0.469716496,,,,,,
3200YNA00818,,"Avenue Victoria",,54.270542,-0.401653,,,,,,
3200YNA00819,,"Avenue Victoria",,54.270363,-0.401767,,,,,,
3200YNA00837,,"Bradworth Drive",,54.246851,-0.379608,,,,,,
3200YNA00836,,"Bradworth Drive",,54.247708,-0.377871,,,,,,
3200YNA01259,,"Byward Drive",,54.241332,-0.420982,,,,,,
3200YNA01260,,"Byward Drive",,54.241529,-0.420238,,,,,,
3200YNA96832,,"Cayton Cliff",,54.251544,-0.376385,,,,,,
3200YNA96977,,"Cornelian Drive",,54.257681,-0.386276,,,,,,
3200YNA00828,,"Cornelian Drive",,54.257723,-0.386044,,,,,,
3200YNA96981,,"Dunslow Road",,54.239273,-0.413373,,,,,,
3200YNA96982,,"Dunslow Road",,54.239386,-0.413108,,,,,,
3200YNA01263,,"Eastfield Industrial Estate",,54.238064,-0.410949,,,,,,
3200YNA96983,,"Eastfield Industrial Estate",,54.238235,-0.410958,,,,,,
3200YNA01254,,"Edgehill (B&Q)",,54.260296,-0.416711,,,,,,
3200YNA01048,,"Edgehill (B&Q)",,54.262061,-0.41626,,,,,,
3200YNA01253,,"Edgehill Road",,54.26428,-0.416236,,,,,,
3200YNA01278,,"Goldings Close",,54.244164,-0.397807,,,,,,
3200YNA01277,,"Goldings Close",,54.243837,-0.398219,,,,,,
3200YNA00821,,"Holbeck Road",,54.266786,-0.398404,,,,,,
3200YNA00820,,"Holbeck Road",,54.267136,-0.398375,,,,,,
3200YNA01271,,Holmehill,,54.241129,-0.402145,,,,,,
3200YNA01272,,Holmehill,,54.24117,-0.401837,,,,,,
3200YNA01265,,"Manham Hill",,54.241435,-0.411019,,,,,,
3200YNA01266,,"Manham Hill",,54.241405,-0.41079,,,,,,
3200YNA01051,,"Mere Valley",,54.243476,-0.419933,,,,,,
3200YNA01052,,"Mere Valley",,54.243752,-0.419769,,,,,,
3200YNA01279,,"Northwold Road",,54.245286,-0.394326,,,,,,
3200YNA01280,,"Northwold Road",,54.245178,-0.394315,,,,,,
3200YNA00833,,"Osgodby Hill",,54.250729,-0.375895,,,,,,
3200YNA00835,,"Osgodby Hill Top",,54.2496,-0.376185,,,,,,
3200YNA00834,,"Osgodby Hill Top",,54.249748,-0.375857,,,,,,
3200YNA01275,,Overdale,,54.241158,-0.39751,,,,,,
3200YNA01282,,Overdale,,54.24565,-0.389969,,,,,,
3200YNA01276,,Overdale,,54.241164,-0.397325,,,,,,
3200YNA01281,,Overdale,,54.24574,-0.389996,,,,,,
3200YNA96755,,"Overdale - Priory Place",,54.245238,-0.385396,,,,,,
3200YNA01264,,"Police Station",,54.238698,-0.407901,,,,,,
3200YNA96748,,"Priory Close",,54.245265,-0.381988,,,,,,
3200YNA96747,,"Priory Place",,54.245267,-0.382156,,,,,,
3200YNA00840,,"Priory Place",,54.244691,-0.384128,,,,,,
3200YNA00838,,"Priory Stores",,54.246597,-0.381475,,,,,,
3200YNA00839,,"Priory Stores",,54.246419,-0.381636,,,,,,
3200YNA01270,,Ridgeway,,54.242856,-0.407005,,,,,,
3200YNA01269,,Ridgeway,,54.242848,-0.407726,,,,,,
3200YNA01249,,"Rosebery Avenue",,54.270378,-0.415803,,,,,,
3200YNA01248,,"Rosebery Avenue",,54.269675,-0.415691,,,,,,
3200YNA00822,,"Sea Cliff Road",,54.265377,-0.396524,,,,,,
3200YNA00830,,"Sea View",,54.255873,-0.38211,,,,,,
3200YNA00829,,"Sea View",,54.255897,-0.3826,,,,,,
3200YNA00832,,"Sea View Drive",,54.253813,-0.37866,,,,,,
3200YNA00831,,"Sea View Drive",,54.254027,-0.379235,,,,,,
3200YNA01252,,"Seamer Road LiDL",,54.266209,-0.416653,,,,,,
3200YNA01250,,"Seamer Road LiDL",,54.266431,-0.416399,,,,,,
3200YNA01261,,"Seamer Station",,54.241164,-0.414988,,,,,,
3200YNA01262,,"Seamer Station",,54.240841,-0.414341,,,,,,
3200YNA01247,,"Seamer Street",,54.272139,-0.415735,,,,,,
3200YNA01246,,"Seamer Street",,54.271318,-0.415567,,,,,,
3200YNA00816,,"St Andrews Church",,54.274355,-0.402473,,,,,,
3200YNA00817,,"St Andrews Church",,54.274232,-0.402754,,,,,,
3200YNA06388,,"St Thomas Street",,54.283672,-0.400161,,,,,,
3200YNA06390,,"St Thomas Street",,54.283845,-0.400339,,,,,,
3200YNA01049,,"Stoney Haggs Road",,54.254397,-0.419255,,,,,,
3200YNA01050,,"Stoney Haggs Road",,54.254819,-0.419254,,,,,,
3200YNA96536,,"Valley Bridge",,54.27847,-0.403742,,,,,,
3200YNA06568,,"Valley Bridge Stop W",,54.278467,-0.403481,,,,,,
3200YNB00628,,"West Square",,54.279863,-0.406438,,,,,,
3200YNA01163,,Westborough,,54.280906,-0.403786,,,,,,
3200YNA01244,,"Westbourne Park",,54.274518,-0.416197,,,,,,
3200YNA01245,,"Westbourne Park",,54.274718,-0.416404,,,,,,
3200YNA01267,,Westway,,54.24326,-0.410319,,,,,,
3200YNA01268,,Westway,,54.243145,-0.410477,,,,,,
3200YNA01274,,"Westway Top Shops",,54.240087,-0.398119,,,,,,
3200YNA01273,,"Westway Top Shops",,54.240199,-0.398391,,,,,,
3200YNA00825,,"Wheatcroft Avenue",,54.263885,-0.393818,,,,,,
3200YNA00824,,"Wheatcroft Avenue",,54.263176,-0.393201,,,,,,
3200YNA00827,,"Wheatcroft Garage",,54.258931,-0.387655,,,,,,
3200YNA00826,,"Wheatcroft Post Office",,54.259571,-0.387768,,,,,,
3200YNA01211,,Briercliffe,,54.289500677,-0.430601478,,,,,,
3200YNA01207,,"Colescliffe Road",,54.292217907,-0.427363738,,,,,,
3200YNA01209,,"Greylands Park Drive",,54.291872385,-0.429128478,,,,,,
3200YNB00624,,"Harley Close",,54.278796773,-0.420363946,,,,,,
3200YNA90630,,"Harley Close",,54.278775587,-0.420118999,,,,,,
3200YNA01215,,"Hatterboard Drive",,54.284082809,-0.430070065,,,,,,
3200YNA96708,,"Hospital/Scalby Road",,54.282522222,-0.433094115,,,,,,
3200YNA90629,,"Malvern Crescent",,54.280396374,-0.423774211,,,,,,
3200YNA01213,,Playground,,54.287024112,-0.429543414,,,,,,
3200YNA01203,,"Prospect Mount Road",,54.285557255,-0.423208479,,,,,,
3200YNA01206,,"St Leonards Crescent",,54.289207185,-0.424636158,,,,,,
3200YNA01201,,"Woodland Avenue",,54.283668336,-0.421729093,,,,,,
3200YNA90627,,"Woodland Ravine",,54.280870145,-0.428395026,,,,,,
3200YNA01285,,"Adelaide House",,54.274130789,-0.401866928,,,,,,
3200YNA97011,,"Avenue Victoria",,54.271719358,-0.399641285,,,,,,
3200YNA97010,,"Avenue Victoria",,54.271821661,-0.399222675,,,,,,
3200YNA00977,,"Barmoor Lane Junction",,54.306296973,-0.44705404,,,,,,
3200YNA00855,,"Beck Hole",,54.233836596,-0.379703586,,,,,,
3200YNA97013,,"Belvedere Road",,54.270113761,-0.397860692,,,,,,
3200YNA97012,,"Belvedere Road",,54.270206008,-0.397686808,,,,,,
3200YNA97020,,"Beverley Road",,54.234155086,-0.388037885,,,,,,
3200YNA00851,,"Carr House Lane",,54.235587435,-0.388948724,,,,,,
3200YNA00929,,"Carr House Lane End",,54.235631569,-0.38956076,,,,,,
3200YNA00852,,"Cayton Main Street",,54.235334375,-0.384815764,,,,,,
3200YNA00928,,"Cayton West Garth",,54.233729732,-0.391184467,,,,,,
3200YNA90623,,"Chestnut Park",,54.289450738,-0.435058872,,,,,,
3200YNA90615,,"Council Offices",,54.299879942,-0.445005781,,,,,,
3200YNA00845,,"Eastfield (Eastway/Overdale)",,54.240312046,-0.395440001,,,,,,
3200YNA00846,,"Eastfield (Eastway/Overdale)",,54.240447415,-0.395480785,,,,,,
3200YNA00965,,"Eastpark Road",,54.300920745,-0.442077368,,,,,,
3200YNA96976,,"Eastway Overdale",,54.244686798,-0.386491615,,,,,,
3200YNA97016,,"Esplanade Crescent",,54.267577911,-0.395072164,,,,,,
3200YNA97015,,"Esplanade Crescent",,54.267700209,-0.394806364,,,,,,
3200YNA96893,,"Field Lane (High Mill)",,54.304353563,-0.431619557,,,,,,
3200YNA90620,,"Fieldstead Crescent",,54.293362365,-0.438659672,,,,,,
3200YNA90622,,"Green Lane",,54.294338942,-0.439805877,,,,,,
3200YNA97021,,"Green Park Road",,54.233447938,-0.384229676,,,,,,
3200YNA00972,,"Hamilton Close",,54.301539282,-0.448923621,,,,,,
3200YNA00844,,"Harvest Way",,54.243130974,-0.389790473,,,,,,
3200YNA00843,,"Harvest Way",,54.243231401,-0.389234081,,,,,,
3200YNA00848,,"Havers Hill",,54.236291164,-0.392511834,,,,,,
3200YNA00849,,"Havers Hill",,54.236170898,-0.392255659,,,,,,
3200YNA97014,,"Holbeck Road",,54.268644935,-0.396228486,,,,,,
3200YNA90618,,"Keld Close",,54.2953235,-0.440875004,,,,,,
3200YNA96890,,"Middle Deepdale",,54.247962051,-0.38742283,,,,,,
3200YNA00847,,"Moor Lane",,54.238385437,-0.395207855,,,,,,
3200YNA00926,,"Nesfield Close",,54.232598659,-0.381224984,,,,,,
3200YNA00927,,"Nesfield Close",,54.233035307,-0.382281901,,,,,,
3200YNA90617,,"Newby (Rosette Inn)",,54.29711416,-0.442420845,,,,,,
3200YNA01016,,"Newby (Rosette Inn)",,54.296993204,-0.442102712,,,,,,
3200YNA00969,,"Newby Bridge",,54.298818528,-0.444246683,,,,,,
3200YNE04289,,"Normanton Rise",,54.268793984,-0.395946288,,,,,,
3200YNA00975,,"North Street",,54.302263326,-0.449311351,,,,,,
3200YNA01043,,"Peasholme Beck",,54.280568876,-0.428037841,,,,,,
3200YNA97022,,"Penton Road",,54.232904596,-0.377239205,,,,,,
3200YNA06411,,"Pindar School",,54.238387479,-0.395361224,,,,,,
3200YNE04290,,"Prince Of Wales Terrace",,54.272971145,-0.401794773,,,,,,
3200YNA00963,,"Ridge Green",,54.302553938,-0.436313933,,,,,,
3200YNA00964,,"Ridge Green",,54.302093686,-0.438252436,,,,,,
3200YNA00970,,"Scalby (Post Office)",,54.300106693,-0.448654751,,,,,,
3200YNA90613,,"Scalby Road",,54.303981107,-0.447294904,,,,,,
3200YNA01219,,"Scarborough Hospital",,54.281299506,-0.437226471,,,,,,
3200YNA90626,,"Scarborough Hospital",,54.282335955,-0.433285518,,,,,,
3200YNA97017,,"Sea Cliffe Road",,54.266275853,-0.39314192,,,,,,
3200YNA97018,,"Sea Cliffe Road",,54.266163769,-0.393499449,,,,,,
3200YNA90628,,"Swanzdale Vets",,54.28017423,-0.42465823,,,,,,
3200YNA00966,,"Tennis Courts",,54.300779123,-0.445033366,,,,,,
3200YNA06578,,University,,54.262393008,-0.391803604,,,,,,
3200YNA01166,,Westborough,,54.280601772,-0.404534992,,,,,,
3200YNA96891,,"Wheatcroft Avenue",,54.263452903,-0.392422581,,,,,,
3200YNA97019,,"Wheatcroft Avenue",,54.263758303,-0.391059519,,,,,,
3200YNA90625,,"Wreyfield Drive",,54.288415616,-0.434253128,,,,,,
3200YNA90624,,"Wreyfield Drive",,54.288213385,-0.433907442,,,,,,
3200YNA01039,,"Yorkshire Coast College",,54.284886973,-0.433157988,,,,,,
3200YNA01040,,"Yorkshire Coast College",,54.284927695,-0.433525133,,,,,,
3200YNA00903,,"Arie Hill",,54.179819829,-0.290259268,,,,,,
3200YNA00854,,"Beck Hole",,54.23401895,-0.379895906,,,,,,
2200YEA01111,,"Bempton Garage",,54.132633801,-0.184371396,,,,,,
2200YEA01112,,"Bempton Garage",,54.132784679,-0.184839293,,,,,,
